제목,시작일,종료일,장소,장르,출연진_원본,제작진_원본,관람연령,런타임,기획제작사,상태,포스터URL,KOPIS_ID
"묵호80: 사람은 왜 바다로 나아가는가","2026.05.21","2026.05.31","꿈의숲아트센터 (퍼포먼스홀)","연극","여동윤, 차수민, 정유나, 유리윤, 김미향, 유정호, 강한별 등","안태규, 최지수, 박민규 등","만 12세 이상","1시간 30분","(주)에이더블유콘텐츠(aw contents), 플레이규컴퍼니(PLAY GYU COMPANY), 플레이규컴퍼니(PLAY GYU COMPANY)","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289869_260421_133649.gif","PF289869"
"국립 어린이 청소년 극단, 노란 달","2026.05.28","2026.06.14","국립극단 [명동] (명동예술극장)","연극","김하람, 이동혁, 홍지인, 황순미","토니 그래함, 이인수, 이태섭 등","만 12세 이상","1시간 30분","(재) 국립극단","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289865_260421_132543.jpg","PF289865"
"블링블링 이코노미 [대학로]","2026.04.25","2026.04.26","대학로 무하아트센터 (2관(2F))","연극","이재영, 정온, 강다영","한지혜, 이소연, 임혜선 등","만 5세 이상","1시간 20분","코랄씨어터, 코랄씨어터","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289857_260421_130729.gif","PF289857"
"열여덟, 꽃이 별이 되던 밤 [대학로]","2026.05.05","2026.05.10","나온씨어터 (나온씨어터)","연극","조서경, 이준하, 강나경, 김승구, 주원현, 윤지우, 정예솔 등","정민혁, 강나경, 주예민 등","만 8세 이상","1시간 30분","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289843_260421_111655.gif","PF289843"
"김성연의 월간마임, THIS IS THE MIME vol.7","2026.04.25","2026.04.25","극단 빈공간 (빈-공간 THEATRE) (극단 빈공간)","연극","김봉석, 이경열, 김성연","장유상, 윤성환, 이승협 등","만 8세 이상","1시간 20분","극단 빈-공간","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289838_260421_110849.gif","PF289838"
"짧은 연극전 8, RE: START","2026.05.06","2026.05.10","동숭무대소극장 (동숭무대소극장)","연극","조승민, 박소연, 이은오, 윤경화, 정미리, 송민선, 신다혜 등","박민지, 김주형, 명인호 등","전체 관람가","1시간 30분","극발전소301","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289833_260421_105856.gif","PF289833"
"지구의 밤, 아트","2026.05.04","2026.05.04","푸투라 서울 (푸투라 서울)","연극","박은석, 최재웅, 박정복","김수로, 김보람, 신영섭 등","만 13세 이상","1시간 40분","(주)더블케이 필름 앤 씨어터 (더블케이엔터테인먼트), (주)백산아트앤네트워크(푸투라서울, FUTURA SEOUL)","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289831_260424_142555.jpg","PF289831"
"애프터 디 엔드 [대학로]","2026.05.29","2026.06.21","업스테이지 (UP Stage) (업스테이지 (UP Stage) )","연극","주이진, 지상윤, 고주희, 지준형, 김평화, 장수지, 김준우 등","변경우, 한유진, 김민주 등","만 16세 이상","1시간 30분","프로젝트 디본","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289827_260421_104523.jpg","PF289827"
"우주 (Would U) [인천]","2026.05.14","2026.05.16","문학시어터 (문학시어터)","연극","이다울, 이동호, 이빛","전노민, 이예솔, 이다울 등","전체 관람가","1시간 10분","다름(DARM), 다름(DARM)","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289812_260421_101044.gif","PF289812"
"간이역 칸타빌레 [제주]","2026.05.09","2026.05.09","김정문화회관 (김정문화회관)","연극","정성우, 현대철, 남은선, 김보희, 박민선, 이다현","정성우, 최빛나, 이미희 등","36개월 이상","1시간","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289810_260421_100058.jpg","PF289810"
"제47회 서울연극제, 연쇄된 악의","2026.05.06","2026.05.10","공간아울 (공간아울)","연극","이재영, 신성미, 박정림, 권정택, 노혜란, 윤성원, 이유진 등","황태선, 이훈경, 김홍주 등","만 14세 이상","1시간 30분","극단 제자백가","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289801_260420_164217.jpg","PF289801"
"강아지똥 [전주]","2026.06.13","2026.06.13","전북예술회관 (공연장)","연극","정래석, 이희연, 허정진, 안중현, 오명준, 류제원, 남희진 등","김정숙","36개월 이상","50분","(재) 전북특별자치도 문화관광재단, 극단 모시는사람들","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289794_260420_154722.gif","PF289794"
"제47회 서울연극제, 로테/운수","2026.05.28","2026.06.07","공간아울 (공간아울)","연극","김보나, 김태은","서승연, 주예령, 이주연 등","만 13세 이상","1시간 10분","여성창작집단 하이카라","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289793_260420_154227.jpg","PF289793"
"제8회 놀터청년페스티벌: 씻고, 안치고, 뜸들이고, 그리고...","2026.05.27","2026.05.31","놀터예술공방 (놀터예술공방)","연극","정누리, 배현선, 이송희, 지수정, 이다정, 김현홍","손규리, 염준현, 서승재 등","전체 관람가","1시간 20분","극단 놀터","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289768_260420_144449.gif","PF289768"
"제8회 놀터청년페스티벌, Into the Abyss: 어느 살인자의 이야기","2026.05.20","2026.05.24","놀터예술공방 (놀터예술공방)","연극","양희선, 심영준, 김세향, 김민수, 권지현, 박승현","양희선, 하정윤, 김세향 등","만 12세 이상","1시간 15분","극단 놀터, 극단 별하","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289764_260420_143723.gif","PF289764"
"新박첨지놀음 [군포]","2026.05.14","2026.05.16","군포시평생학습원 (상상극장)","연극","황석용, 박달나무","황석용, 박달나무, 박혜림 등","36개월 이상","45분","(재) 군포문화재단, 문화예술굼터 뽱(FFWANG)","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289758_260420_142055.gif","PF289758"
"화류비련극: 홍도 [광주]","2026.05.07","2026.05.10","국립아시아문화전당 (극장2)","연극","박하선, 예지원, 최하윤, 홍의준, 임진구, 정보석, 유병훈 등","임선규, 고선웅, 서정완 등","만 7세 이상","","국립아시아문화전당재단, 극공작소 마방진","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289749_260420_140133.png","PF289749"
"앤 [천안]","2026.05.02","2026.05.03","천안어린이꿈누리터 (구. 천안시 어린이 회관) (꿈누리대공연장)","연극","박수연, 남명지, 박기원, 최윤석, 김건희, 은빛나래, 정세리 등","박성민, 이지희, 이진희 등","만 7세 이상","1시간 30분","하랑씨어터","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289745_260420_135043.jpg","PF289745"
"419연극제, 4월로 걷는 사람들","2026.04.18","2026.04.19","강북문화예술회관 (소공연장 (강북진달래홀) )","연극","","","만 9세 이상","1시간","강북청년예술단(강북청년연극 프로젝트)","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289736_260420_133134.png","PF289736"
"끊 Part.4 [춘천]","2026.05.13","2026.05.16","창작공간26 (공연장(B1))","연극","이용우, 조성윤, 한혜민, 김도란, 최영은","","만 16세 이상","1시간 10분","극단 이륙","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289732_260420_132315.jpg","PF289732"
"봄봄 [부산]","2026.05.16","2026.05.24","가마골소극장 (가마골소극장)","연극","박정우, 조정명, 황근복, 김상훈, 윤혜정, 임나래, 박석진","김하영, 김경수, 최둘이","만 5세 이상","1시간","극단 가마골","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289731_260420_131705.jpg","PF289731"
"제47회 서울연극제, 차파티","2026.05.22","2026.05.31","성북마을극장 (성북마을극장)","연극","홍성춘, 진준엽, 김보경, 정희영","","만 11세 이상","1시간 35분","극단 종이로만든배, 극단 종이로만든배","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289730_260420_131655.jpg","PF289730"
"백스테이지","2026.04.21","2026.04.26","티오엠씨어터(구. 문화공간필링) (2관)","연극","고서희, 주수경","이현수, 이수현, 이경은 등","만 7세 이상","1시간 10분","엔디오티컴퍼니, 하이컴퍼니","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289728_260420_131507.gif","PF289728"
"오늘부터 맑음 [전주]","2026.03.07","2026.04.25","김영오 아트센터 (김영오 아트센터)","연극","정찬호, 홍정은, 진시라, 정윤경","","만 6세 이상","1시간 10분","김영오 아트센터","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289704_260420_113841.jpg","PF289704"
"봄이 오면 [통영]","2026.05.15","2026.05.16","통영시민문화회관 (소극장)","연극","이규성, 김현수","장창석","만 9세 이상","1시간 5분","극단 벅수골","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289693_260420_111310.jpg","PF289693"
"꿈밭펀딩 그린 스테이지, 어느날 납작해진 아이와 끝으로 달려가는 할머니","2026.05.22","2026.05.31","아르코 꿈밭극장 (아르코꿈밭극장)","연극","조지영, 정은혜, 강아영","장원정, 신윤아, 김보경 등","전체 관람가","1시간","아르코꿈밭극장, 정Tree 프로젝트","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289690_260420_110801.jpg","PF289690"
"하녀들 [춘천]","2026.05.01","2026.05.02","아트팩토리 봄 (아트팩토리 봄)","연극","우현지, 이현지","황운기, 이지현, 원소연 등","전체 관람가","1시간 10분","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289676_260420_103923.png","PF289676"
"제47회 서울연극제, 나의 고난은 50분 남았다","2026.05.06","2026.05.17","씨어터조이 (구. 마당세실극장) (씨어터조이 (구. 마당세실극장) )","연극","유승일, 최정임, 안우승, 박신후, 정소영, 황지훈","김택수, 황진상, 남기오 등","만 12세 이상","1시간 10분","극단 프로젝트 해동머리, 극단 프로젝트 해동머리","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289660_260417_153611.jpg","PF289660"
"이든 베일드","2026.04.22","2026.04.26","프로젝트 스페이스 큐 (프로젝트 스페이스 큐)","연극","조근우, 김영민, 김혜원","이수연, 한지한, 박규태 등","만 15세 이상","1시간 20분","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289655_260417_150401.gif","PF289655"
"오해 [대학로]","2026.04.30","2026.05.31","후암스테이지 (후암스테이지 (구. 마라카 3관, 오씨어터))","연극","이재희, 강선숙, 장용철, 이주화, 황석정, 지근우","최원석, 조하영, 이나영 등","만 12세 이상","1시간 35분","극단 인어, 극단 인어","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289652_260417_144945.gif","PF289652"
"옆집남자 윗집아빠: 그럼에도 불구하고 [대학로]","2026.05.13","2026.05.17","소극장 혜화당 (구. 까망소극장) (소극장 혜화당 (구. 까망소극장) )","연극","성지예, 장재선, 김병우, 전세현, 김도형, 이지민","오탕, 한유진","전체 관람가","1시간 30분","고온문화예술, 극단 이명희","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289646_260417_141853.gif","PF289646"
"스트립티즈 [대구]","2026.05.02","2026.05.03","우전소극장 (우전소극장)","연극","이효정, 홍은혜, 설재휘","양승희, 정희원, 황도성 등","만 19세 이상","1시간","예술로, 예술로","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289645_260417_140646.jpg","PF289645"
"MUSEat Re: Classic (MUSEat 고전 젠더프리 리딩)","2026.04.23","2026.04.26","나온씨어터 (나온씨어터)","연극","랑연, 주예리, 황연솔, 곽지수, 이사계, 노지훈, 김보영 등","강채연, 장신비, 선명주 등","만 14세 이상","50분","MUSEat(뮤즈엣), MUSEat(뮤즈엣)","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289642_260417_140014.jpg","PF289642"
"비기닝 [서울]","2026.05.15","2026.06.21","LG아트센터 서울 (U+ 스테이지)","연극","왕유선, 이윤지, 이종혁, 이천희","표상아, 김정환, 홍우영 등","만 16세 이상","1시간 30분","수컴퍼니 (su company), 수컴퍼니 (su company)","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289641_260504_142458.gif","PF289641"
"신뺑파전 [장흥]","2026.05.07","2026.05.07","장흥문화예술회관 (대공연장)","연극","김학용, 박자희, 서정금, 이광복, 이다희, 손명호, 이재현 등","마성혁, 박정혜, 조세은 등","전체 관람가","1시간 30분","장흥군청","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289624_260417_131637.png","PF289624"
"사춘기메들리 [마루아트홀] (05.05)","2026.05.05","2026.05.05","마루아트홀 (마루아트홀)","연극","이정유, 조정석, 윤채아, 박세리, 홍수현, 최정윤, 조민서 등","","만 7세 이상","1시간 30분","(주)팀플레이예술기획, (주)팀플레이예술기획, 콘텐츠er","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289604_260417_112848.gif","PF289604"
"제8회 놀터청년페스티벌, 죽여주시옵소서","2026.06.10","2026.06.14","놀터예술공방 (놀터예술공방)","연극","서오제, 정욱권, 호재훈","조일신, 이재훈, 허윤 등","만 15세 이상","1시간 30분","극단 놀터","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289597_260417_110813.gif","PF289597"
"제41회 복사골연극제, 그녀들의 블루스","2026.05.05","2026.05.05","부천아트센터 (소공연장)","연극","강연우, 양숙희, 정은하, 진은희, 한효주, 김철은, 송미숙 등","강연우, 강신화, 김지현 등","만 7세 이상","1시간 30분","극단 시나브로","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289596_260417_110807.jpg","PF289596"
"국립정동극장, 어느 볕 좋은 날 [대구]","2026.05.22","2026.05.22","대구학생문화센터 (대공연장)","연극","김승용, 박은미, 송광일, 김율희, 고수영, 윤두호, 김조현 등","박예슬, 조한나, 이기쁨 등","만 7세 이상","1시간 35분","극단 지우, 대구학생문화센터, 창작집단 너나들이","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289592_260417_105551.jpg","PF289592"
"안녕, 잠! [대학로]","2026.05.09","2026.05.17","아르코 꿈밭극장 (아르코꿈밭극장)","연극","","김지수, 홍승욱, 최정호 등","36개월 이상","1시간 10분","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289569_260416_152451.png","PF289569"
"타임 [대구]","2026.05.01","2026.06.14","아트플러스씨어터 (2관)","연극","석봉준, 배진범, 윤민혁, 노승민, 조섬창, 김윤수, 이어진 등","이홍기, 석봉준, 김태인 등","만 9세 이상","1시간 20분","(주)아트플러스씨어터","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289557_260504_165333.gif","PF289557"
"근대로 그림책 페스티벌: 달구, 별이 [대구]","2026.05.16","2026.05.17","봉산문화회관 (스페이스라온)","연극","","","24개월 이상","1시간","","공연완료","http://www.kopis.or.kr/upload/pfmPoster/PF_PF289541_260416_135414.jpg","PF289541"
